Gene	NPat	KnownDriver	Mode	AllDriver	MutSigCV	OncodriveFM	OncodriveCLUST	NMC	MutSig-CL	e-Driver	e-Driver3D	iPAC	GraphPAC	SpacePAC	CLUMPS	iSIMPRe	ActiveDriver	Hotspot	LowMACA	Detected
RAI2	9	No	N/A	No	0.6240002	1	0.170584080939	1	0.937	1	1	1	1	1	1	1	1	1	1	0
TNFRSF9	7	No	N/A	No	0.06877589	1	1	1	0.312	1	1	1	1	1	1	1	1	1	1	0
CHST12	8	No	N/A	No	0.8465184	1	0.00182916885838	1	0.955	1	1	1	1	1	1	1	1	1	1	1
KIAA0146	7	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ZNF135	16	No	N/A	No	1	1	1	1	0.336	1	1	1	1	1	1	1	1	1	1	0
KRTCAP2	5	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ST3GAL6	6	No	N/A	No	0.6280015	1	1	1	0.299	1	1	1	1	1	1	1	1	1	1	0
TAF1C	8	No	N/A	No	1	1	0.100384925611	1	0.852	1	1	1	1	1	1	1	1	1	1	0
C16orf93	14	No	N/A	No	1	1	1	1	0.709	1	1	1	1	1	1	1	1	1	1	0
GATA3	13	No	OG/TSG	Other somatic drivers in other tissues	0.01948553	1	0.170584080939	1	0.294	1	1	1	1	1	0.954508	1	1	1	1	1
SCD5	7	No	N/A	No	0.925038	1	1	1	0.15	1	1	1	1	1	0.791373	1	1	1	1	0
LTF	9	No	N/A	No	0.3136197	1	1	1	0.89	1	1	1	1	1	0.964238	1	1	1	1	0
AMELY	5	No	N/A	No	0.1241607	1	1	1	0.719	1	1	1	1	1	1	1	1	1	1	0
RGAG1	32	No	N/A	No	0.9150684	1	1	1	0.0449	1	1	1	1	1	1	1	0.00254074745372592	1	1	2
TRIM50	15	No	N/A	No	1	1	1	1	0.597	1	1	1	1	1	1	1	1	1	1	0
UGGT1	13	No	N/A	No	0.07587667	1	1	1	0.888	1	1	1	1	1	1	1	1	1	1	0
BLID	5	No	N/A	No	0.1987787	1	1	1	0.331	1	1	1	1	1	1	1	1	1	1	0
DIAPH1	6	No	N/A	No	1	1	1	1	0.839	1	1	1	1	1	1	1	1	1	1	0
LILRA4	20	No	N/A	No	1	1	1	1	0.774	1	1	1	1	1	0.95583	1	1	1	1	0
MFRP	13	No	N/A	No	1	1	1	1	0.394	1	1	1	1	1	1	1	1	1	1	0
NEDD8	7	No	N/A	No	0.03667797	0.98565883679879	1	1	0.487	1	1	1	1	1	1	1	1	1	1	1
ALOX15B	6	No	N/A	No	0.981602	1	1	1	0.461	1	1	1	1	1	0.929167	1	1	1	1	0
HTR3C	12	No	N/A	No	1	1	1	1	0.808	1	1	1	1	1	0.851184	1	1	1	1	0
BTN3A2	6	No	N/A	No	0.5279978	1	1	1	0.859	1	1	1	1	1	1	1	1	1	1	0
OPRL1	15	No	N/A	No	0.000908463	1	1	1	0.662	1	1	1	1	1	0.997626	1	1	1	1	1
ITCH	8	No	N/A	No	0.9680426	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ISOC1	7	No	N/A	No	0.7094979	0.266678859894618	1	1	0.343	1	1	1	1	1	1	1	1	1	1	0
EMILIN3	14	No	N/A	No	0.2365764	1	1	1	0.925	1	1	1	1	1	1	1	1	1	1	0
ARHGAP30	20	No	N/A	No	0.4006552	1	1	1	0.574	1	1	1	1	1	1	1	1	1	1	0
AIRE	5	No	N/A	No	1	1	1	1	0.497	1	1	1	1	1	1	1	1	1	1	0
GPR50	21	No	N/A	No	0.07984695	1	1	1	0.846	1	1	1	1	1	0.966877	1	1	1	1	0
CSNK2A3	7	No	N/A	No	1	1	1	1	1	1	1	1	1	1	0.89591	1	1	1	1	0
DVL3	13	No	N/A	No	1	1	0.100384925611	1	0.104	1	1	1	1	1	1	1	0.174088227726721	1	1	0
DEK	6	No	Unk	Other somatic drivers in other tissues	1	1	1	1	0.138	1	1	1	1	1	1	1	0.192684857959185	1	1	0
CRX	16	No	N/A	No	0.007648534	1	1	1	0.696	1	1	1	1	1	1	1	1	1	1	1
SYNRG	13	No	N/A	No	1	1	1	1	0.105	1	1	1	1	1	1	1	1	1	1	0
A1BG	9	No	N/A	No	1	1	1	1	0.467	1	1	1	1	1	1	1	1	1	1	0
PHF3	27	No	N/A	No	0.5038232	0.118790939503034	1	1	0.0362	1	1	1	1	1	1	1	0.0507333639845139	1	1	1
KIAA0368	12	No	N/A	No	1	1	1	1	0.0791	1	1	1	1	1	1	1	1	1	1	0
PDCL3	7	No	N/A	No	0.07820526	0.90319003516113	0.0634165244918	1	0.402	1	1	1	1	1	1	1	0.0366490987600244	1	1	1
OR4M2	30	No	N/A	No	1	1	1	1	0.581	1	1	1	1	1	0.997626	1	1	1	1	0
KLF17	8	No	N/A	No	1	1	1	1	0.909	1	1	1	1	1	1	1	1	1	1	0
ZNF610	6	No	N/A	No	1	1	1	1	0.986	1	1	1	1	1	1	1	0.104768975246678	1	1	0
BLM	8	No	TSG	Other germline drivers in other tissues	1	0.774393164151034	1	1	0.171	1	1	1	1	1	1	1	0.198519558538479	1	1	0
HTR3D	5	No	N/A	No	0.2070785	1	1	1	0.0175	1	1	1	1	1	1	1	1	1	1	1
NEDD8-MDP1	10	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
APCS	12	No	N/A	No	0.03082951	1	1	1	0.721	1	1	1	1	1	0.813571	1	1	1	1	1
C10orf25	6	No	N/A	No	0.2089662	1	1	1	0.892	1	1	1	1	1	1	1	1	1	1	0
EVC	8	No	N/A	No	1	1	1	1	0.99	1	1	1	1	1	1	1	1	1	1	0
PLCZ1	19	No	N/A	No	1	1	1	1	0.743	1	1	1	1	1	0.924518	1	1	1	1	0
SPANXN2	13	No	N/A	No	0.8855208	1	1	1	0.979	1	1	1	1	1	1	1	1	1	1	0
C1orf145	9	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ECM1	8	No	N/A	No	1	1	1	1	0.0424	1	1	1	1	1	1	1	1	1	1	1
CD2AP	5	No	N/A	No	1	1	1	1	0.057	1	1	1	1	1	1	1	0.184538902682221	1	1	0
ATP11C	22	No	N/A	No	0.1957194	0.911943736320603	1	1	0.742	1	1	1	1	1	0.922257	1	1	1	1	0
OR2B11	27	No	N/A	No	0.7188946	1	1	1	0.518	1	1	1	1	1	0.952325	1	1	1	1	0
DKK2	13	No	N/A	No	0.05910542	1	1	1	0.834	1	1	1	1	1	0.964238	1	1	1	1	0
PIKFYVE	20	No	N/A	No	0.6720301	1	1	1	0.0666	1	1	1	1	1	1	1	0.166845654684889	1	1	0
ST7	6	No	N/A	No	0.7387879	0.0951959524478731	0.0107520760273	1	0.744	1	1	1	1	1	1	1	1	1	1	1
YLPM1	24	No	N/A	No	0.01720076	1	1	1	0.478	1	1	1	1	1	1	1	1	1	1	1
CACNA2D3	35	No	N/A	No	0.5083661	1	1	1	0.013	1	1	1	1	1	1	1	1	1	1	1
P2RX3	7	No	N/A	No	1	1	1	1	0.684	1	1	1	1	1	1	1	1	1	1	0
EPHA3	56	No	N/A	No	1.711943e-07	1	1	1	0.854	1	1	1	1	1	0.534728	1	0.0995375363923776	1	0.003941206	2
E2F4	10	No	N/A	No	0.3104804	0.168670392359596	1	1	0.0663	1	1	1	1	1	1	1	0.181114322762641	1	1	0
ICAM5	13	No	N/A	No	0.8658793	1	1	1	0.502	1	1	1	1	1	0.816222	1	1	1	1	0
GUCY1A3	15	No	N/A	No	0.1888663	0.387231202107225	0.264254949146	1	0.217	1	1	1	1	1	1	1	0.0121133310148018	1	1	1
MDC1	23	No	N/A	No	0.04705082	0.679604753940495	1	1	0.201	1	1	1	1	1	1	1	1	1	1	1
CABLES1	6	No	N/A	No	0.2528426	0.675648921643079	1	1	0.884	1	1	1	1	1	1	1	0.175782517565923	1	1	0
FAM50B	5	No	N/A	No	0.918767	0.743951598441667	1	1	0.704	1	1	1	1	1	1	1	1	1	1	0
TMEM87B	6	No	N/A	No	1	1	1	1	0.674	1	1	1	1	1	1	1	1	1	1	0
WNT11	6	No	N/A	No	0.1251716	1	1	1	0.29	1	1	1	1	1	1	1	1	1	1	0
DBN1	6	No	N/A	No	1	1	1	1	0.269	1	1	1	1	1	1	1	1	1	1	0
KIAA1958	12	No	N/A	No	0.4529202	1	1	1	0.229	1	1	1	1	1	1	1	1	1	1	0
OR6C2	8	No	N/A	No	0.1185823	1	1	1	0.755	1	1	1	1	1	0.875778	1	1	1	1	0
LAMB2	23	No	N/A	No	0.4085415	0.0396719424931785	0.34307086861	1	0.604	1	1	1	1	1	0.867504	1	1	1	1	1
CDC42BPG	11	No	N/A	No	1	0.975571069491041	1	1	0.351	1	1	1	1	1	1	1	1	1	1	0
DDI2	11	No	N/A	No	0.8652351	1	1	1	0.133	1	1	1	1	1	1	1	0.0233828250231427	1	1	1
DOCK3	19	No	N/A	No	1	1	1	1	0.0376	1	1	1	1	1	1	1	1	1	1	1
NIM1	8	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
SIGLEC6	12	No	N/A	No	0.08325262	1	1	1	0.284	1	1	1	1	1	0.984548	1	1	1	1	0
GTPBP3	7	No	N/A	No	0.7265913	1	1	1	0.863	1	1	1	1	1	1	1	1	1	1	0
STT3A	9	No	N/A	No	1	1	1	1	0.25	1	1	1	1	1	1	1	1	1	1	0
SEC61A2	8	No	N/A	No	1	0.211729359791062	1	1	0.782	1	1	1	1	1	1	1	1	1	1	0
KRT84	5	No	N/A	No	1	1	1	1	0.0288	1	1	1	1	1	1	1	1	1	1	1
NOP56	10	No	N/A	No	0.5622462	0.00147428842542441	1	1	0.139	1	1	1	1	1	1	1	1	1	1	1
LHB	5	No	N/A	No	1	1	1	1	0.39	1	1	1	1	1	1	1	1	1	1	0
OR13A1	15	No	N/A	No	0.1098178	1	1	1	0.65	1	1	1	1	1	0.904178	1	1	1	1	0
N4BP2L2	11	No	N/A	No	1	1	1	1	0.352	1	1	1	1	1	1	1	1	1	1	0
TVP23C-CDRT4	12	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
DHRS11	5	No	N/A	No	1	1	1	1	0.28	1	1	1	1	1	1	1	1	1	1	0
SELENBP1	6	No	N/A	No	0.98042	0.361480103223791	1	1	0.323	1	1	1	1	1	1	1	1	1	1	0
CCDC85B	6	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
FBXO31	5	No	N/A	No	0.3319745	1	1	1	0.562	1	1	1	1	1	1	1	1	1	1	0
OR5M3	19	No	N/A	No	2.987736e-06	1	1	1	0.0262	1	1	1	1	1	0.673361	1	1	1	1	2
ZNHIT2	11	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ACOX3	7	No	N/A	No	0.5597818	1	1	1	0.851	1	1	1	1	1	1	1	1	1	1	0
EGFL8	29	No	N/A	No	0.7031409	1	1	1	0.0074	1	1	1	1	1	1	1	1	1	1	1
PFAS	9	No	N/A	No	0.885012	0.103763847461426	0.100384925611	1	0.643	1	1	1	1	1	0.95479	1	1	1	1	0
C16orf58	15	No	N/A	No	1	1	1	1	0.813	1	1	1	1	1	1	1	1	1	1	0
CXorf48	6	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
PDGFRA	40	No	OG	Missense somatic drivers in other tissues	0.03405706	0.737101501260684	0.350287097262	1	0.985	1	1	1	1	1	0.936055	1	1	1	1	1
AHDC1	11	No	N/A	No	0.4373327	0.895126857052235	1	1	0.016	1	1	1	1	1	1	1	1	1	1	1
SLC38A6	12	No	N/A	No	1	1	1	1	0.797	1	1	1	1	1	1	1	1	1	1	0
SIRPG	15	No	N/A	No	0.004642877	1	1	1	0.0748	1	1	1	1	1	0.904178	1	1	1	1	1
HIST2H2AC	17	No	N/A	No	0.9234362	1	1	1	0.69	1	1	1	1	1	0.924014	1	0.185108310774646	1	1	0
PLXNA4	70	No	N/A	No	1	1	1	1	0.568	1	1	1	1	1	0.91622	1	1	1	1	0
GCM2	7	No	N/A	No	1	1	1	1	0.502	1	1	1	1	1	1	1	1	1	1	0
DNAJC2	6	No	N/A	No	1	1	1	1	0.0876	1	1	1	1	1	1	1	1	1	1	0
KRTAP10-8	6	No	N/A	No	0.2678334	1	1	1	0.827	1	1	1	1	1	1	1	1	1	1	0
GART	10	No	N/A	No	1	1	0.0195151312087	1	0.169	1	1	1	1	1	1	1	1	1	0.04890246	2
CENPP	25	No	N/A	No	1	1	1	1	0.0143	1	1	1	1	1	1	1	1	1	1	1
EIF4A2	13	No	Unk	Other somatic drivers in other tissues	0.8221118	0.860505333716197	1	1	0.486	1	1	1	1	1	1	1	1	1	1	0
SNX31	12	No	N/A	No	0.00100138	1	1	1	0.997	1	1	1	1	1	0.96351	1	1	1	1	1
P2RX5	13	No	N/A	No	0.0003182765	1	1	1	0.738	1	1	1	1	1	0.940867	1	1	1	1	1
JAKMIP2	17	No	N/A	No	1	1	1	1	0.966	1	1	1	1	1	1	1	1	1	1	0
ZNF597	9	No	N/A	No	0.09014674	1	1	1	0.554	1	1	1	1	1	1	1	1	1	1	0
HSD17B8	6	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
PPP1R32	7	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ITSN1	17	No	N/A	No	0.3680843	1	1	1	0.494	1	1	1	1	1	1	1	1	1	1	0
TRIM16	14	No	N/A	No	0.7616352	0.342906955458809	1	1	0.253	1	1	1	1	1	1	1	1	1	1	0
BRSK1	15	No	N/A	No	0.03569109	1	1	1	0.788	1	1	1	1	1	1	1	1	1	1	1
SOD2	6	No	N/A	No	0.1003531	1.112160182698e-07	0.000168143290835	5.692575e-05	0.138	1	1	1	1	1	0.434966	1	0.00156515320288805	1	1	4
PKMYT1	6	No	N/A	No	0.9787873	1	1	1	0.925	1	1	1	1	1	1	1	1	1	1	0
DPYSL4	13	No	N/A	No	1	1	1	1	0.979	1	1	1	1	1	0.936477	1	1	1	1	0
ABCC1	13	No	N/A	No	0.2487417	1	1	1	0.148	1	1	1	1	1	1	1	1	1	1	0
PPP2R2A	8	No	N/A	No	0.03934755	0.0054998538489468	1	1	0.456	1	1	1	1	1	1	1	1	1	1	2
RABGGTA	9	No	N/A	No	0.5708285	1	1	1	0.255	1	1	1	1	1	0.734576	1	1	1	1	0
ATP11B	11	No	N/A	No	0.7654118	0.72827622476431	1	1	0.352	1	1	1	1	1	1	1	1	1	1	0
RNASE11	17	No	N/A	No	0.4562104	1	1	0.0001098653	0.273	0.833088324496062	1	1	1	1	1	1	1	1	1	1
KIAA0895L	13	No	N/A	No	0.4128012	0.233901028101358	1	1	0.145	1	1	1	1	1	1	1	1	1	1	0
ATIC	7	No	OG	Other somatic drivers in other tissues	0.1649717	0.000197270472411645	1	1	0.603	1	1	1	1	1	0.851184	1	1	1	1	1
NFASC	45	No	N/A	No	0.9420659	0.352132170483626	0.459135628607	1	0.0785	1	1	1	1	1	0.826439	1	1	1	1	0
PSME1	8	No	N/A	No	1	1	1	1	0.23	1	1	1	1	1	1	1	1	1	1	0
ATG2A	14	No	N/A	No	0.776585	0.64635620805566	1	1	0.866	1	1	1	1	1	1	1	1	1	1	0
RIMBP2	32	No	N/A	No	1	1	1	1	0.683	0.829706561348334	1	1	1	1	1	1	1	1	1	0
NLRP9	19	No	N/A	No	1	1	1	1	0.578	1	1	1	1	1	0.94627	1	0.191158655911151	1	1	0
PDCD11	30	No	N/A	No	0.5471139	0.745033546867258	0.34307086861	1	0.327	1	1	1	1	1	1	1	0.182251596269024	1	1	0
NLRX1	8	No	N/A	No	1	0.367636152620311	1	1	0.331	0.967274043166423	1	1	1	1	1	1	1	1	1	0
LRP12	20	No	N/A	No	0.6743174	0.0654373080021165	1	1	0.0457	1	1	1	1	1	1	1	1	1	1	1
CC2D1A	11	No	N/A	No	0.69008	0.164767473782124	1	1	0.607	1	1	1	1	1	1	1	1	1	1	0
WDR55	11	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
MAGEB18	16	No	N/A	No	0.1678738	1	1	1	0.503	1	1	1	1	1	0.924518	1	1	1	1	0
KIF11	6	No	N/A	No	1	1	1	1	0.0876	1	1	1	1	1	1	1	1	1	1	0
OR9Q1	37	No	N/A	No	1	1	1	1	0.657	1	1	1	1	1	0.749396	1	1	1	1	0
ASB10	7	No	N/A	No	0.6008819	1	1	1	0.965	1	1	1	1	1	1	1	1	1	1	0
VIL1	13	No	N/A	No	0.3307315	1	1	1	0.374	1	1	1	1	1	0.987958	1	1	1	1	0
AQP12B	7	No	N/A	No	0.3459232	1	1	1	0.426	1	1	1	1	1	1	1	1	1	1	0
COG8	12	No	N/A	No	1	1	1	1	0.441	1	1	1	1	1	1	1	1	1	1	0
MNX1	6	No	Unk	Other somatic drivers in other tissues	0.02025216	0.166614783236358	1	1	0.201	1	1	1	1	1	1	1	1	1	1	1
ATP1A1	7	No	OG/TSG	Missense somatic drivers in other tissues	1	1	1	1	0.212	1	1	1	1	1	0.434966	1	0.164650560108739	1	1	0
TXNDC12	9	No	N/A	No	0.7654118	0.722327693674978	1	1	0.531	1	1	1	1	1	1	1	1	1	1	0
SPIRE2	7	No	N/A	No	0.4350154	0.118790939503034	1	1	0.383	1	1	1	1	1	1	1	1	1	1	0
UBE2A	8	No	N/A	No	0.5638123	0.860505333716197	1	1	0.737	1	0.798116119329189	1	1	1	0.802339	1	1	1	1	0
MAGEB4	20	No	N/A	No	0.0003874805	1	1	1	0.852	1	1	1	1	1	0.826273	1	1	1	1	1
ADCY6	8	No	N/A	No	1	1	0.0107520760273	1	0.0313	0.730397871991301	1	1	1	1	0.953733	1	1	1	1	2
ARF5	16	No	N/A	No	1	1	1	1	0.298	1	1	1	1	1	1	1	1	1	1	0
ATP6AP1	8	No	N/A	No	1	1	1	1	0.744	1	1	1	1	1	1	1	0.140387119755671	1	1	0
SNRNP25	9	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
TRAF7	10	No	Unk	Missense somatic drivers in other tissues	1	1	0.0107520760273	1	0.193	1	1	1	1	1	1	1	0.165575943996682	1	1	1
MLLT10	18	No	Unk	Other somatic drivers in other tissues	0.3909116	0.95787987556694	1	1	0.717	1	1	1	1	1	1	1	0.00731754423152519	1	1	1
EEF1A2	9	No	N/A	No	0.467144	1	1	1	0.444	1	1	0.001788273	0.001788273	0.031	0.851184	1	1	1	1	3
RIOK1	6	No	N/A	No	0.3979602	0.458266944579231	1	1	0.459	1	1	1	1	1	1	1	1	1	1	0
C20orf118	8	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
RP11-293I14.2	6	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
VKORC1	7	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
DIAPH3	16	No	N/A	No	0.9778014	0.491383140244978	1	1	0.458	1	1	1	1	1	0.687412	1	1	1	1	0
FSTL5	50	No	N/A	No	0.004869137	1	1	1	0.741	1	1	1	1	1	0.89591	1	1	1	1	1
SOGA3	18	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	0.129159992665317	1	1	0
SPOCK3	11	No	N/A	No	1	1	1	1	0.73	1	1	1	1	1	1	1	1	1	1	0
SLAMF7	6	No	N/A	No	0.3262944	1	1	1	0.905	1	1	1	1	1	1	1	1	1	1	0
GNAT3	6	No	N/A	No	0.8999679	1	1	1	0.616	1	1	1	1	1	0.962259	1	1	1	1	0
BOD1L1	52	No	N/A	No	1	0.937252750812532	0.485718319664	1	1	1	1	1	1	1	1	1	2.8044634474191e-05	1	1	1
DIEXF	7	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
TRAM2	5	No	N/A	No	1	1	1	1	0.838	1	1	1	1	1	1	1	0.141165644039129	1	1	0
RABGAP1	14	No	N/A	No	0.8615802	0.0654373080021165	1	1	0.867	1	1	1	1	1	1	1	1	1	1	0
TSPYL6	6	No	N/A	No	1	1	1	1	0.112	1	1	1	1	1	1	1	1	1	1	0
PER1	10	No	Unk	Other somatic drivers in other tissues	1	1	1	1	0.926	1	1	1	1	1	1	1	0.163518374185395	1	1	0
PSMC5	12	No	N/A	No	1	0.0823890414140481	1	1	0.878	1	1	1	1	1	1	1	1	1	1	0
NKAP	9	No	N/A	No	0.1247337	0.828474290782542	1	1	0.889	1	1	1	1	1	1	1	0.172272259752007	1	1	0
LGR6	22	No	N/A	No	0.0002143598	1	1	1	0.167	1	1	1	1	1	0.904178	1	1	1	1	1
UGT2A1	46	No	N/A	No	1	1	1	1	0.443	1	1	1	1	1	0.806521	1	1	1	0.006563612	1
ACAD10	9	No	N/A	No	1	1	1	1	0.16	0.8595151251455	1	1	1	1	1	1	1	1	1	0
KLKB1	13	No	N/A	No	1	1	1	1	0.393	1	1	1	1	1	1	1	1	1	1	0
MIPEP	8	No	N/A	No	1	1	0.0107520760273	1	0.623	1	1	1	1	1	1	1	1	1	1	1
SEMG1	9	No	N/A	No	0.03937275	1	1	1	0.475	1	1	1	1	1	1	1	0.14082963000022	1	1	1
ZNF578	28	No	N/A	No	0.005689788	1	1	1	0.283	1	1	1	1	1	0.807203	1	1	1	1	1
HERC6	11	No	N/A	No	0.5391405	1	1	1	0.909	1	1	1	1	1	0.851184	1	1	1	1	0
BAG6	14	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
COL17A1	15	No	N/A	No	1	1	1	1	0.747	1	1	1	1	1	0.966699	1	0.152858693272418	1	1	0
ACOT12	11	No	N/A	No	0.4074468	1	1	1	0.526	1	1	1	1	1	1	1	1	1	1	0
SMG5	17	No	N/A	No	1	1	1	1	0.279	1	1	1	1	1	1	1	1	1	1	0
TNKS	11	No	N/A	No	1	0.912082181331962	1	1	0.952	1	1	1	1	1	1	1	0.136486290896932	1	1	0
OR5D16	28	No	N/A	No	1	1	1	1	0.0519	1	1	1	1	1	0.940328	1	1	1	1	0
ZIC5	5	No	N/A	No	0.4595768	1	1	1	0.96	1	1	1	1	1	1	1	1	1	1	0
CATSPERG	14	No	N/A	No	0.1643638	1	1	1	0.784	1	1	1	1	1	1	1	0.185288420717634	1	1	0
PPP1R17	5	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
KIR3DL2	5	No	N/A	No	1	1	1	1	0.747	1	1	1	1	1	1	1	1	1	1	0
LCT	50	No	N/A	No	0.6433712	1	1	1	0.0116	1	1	1	1	1	0.6926	1	1	1	1	1
AC012313.1	5	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
SYT2	6	No	N/A	No	1	1	1	1	0.484	1	1	1	1	1	1	1	1	1	1	0
TANC1	17	No	N/A	No	0.4406387	1	1	1	0.569	1	1	1	1	1	1	1	0.14082963000022	1	1	0
TYW1	5	No	N/A	No	1	0.115318093981118	1	1	0.281	1	1	1	1	1	1	1	1	1	1	0
ARHGEF2	12	No	N/A	No	0.5453838	1	1	1	0.576	1	1	1	1	1	1	1	1	1	1	0
REEP6	9	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
PC	12	No	N/A	No	1	1	1	1	0.596	1	1	1	1	1	1	1	0.0171676794494588	1	1	1
LYST	52	No	N/A	No	0.8210634	1	0.48675857863	1	0.579	1	1	1	1	1	0.93459	1	1	1	1	0
TEX101	5	No	N/A	No	1	1	1	1	0.322	1	1	1	1	1	1	1	0.090562025660616	1	1	0
ZNF488	8	No	N/A	No	1	1	1	1	0.894	1	1	1	1	1	1	1	1	1	1	0
ZFP64	13	No	N/A	No	1	0.372966541192817	1	1	0.182	1	1	1	1	1	0.846898	1	0.148888573851491	1	1	0
OR4C15	45	No	N/A	No	0.01871526	1	1	1	0.418	1	1	1	1	1	0.639563	1	1	1	1	1
NDUFAF3	7	No	N/A	No	0.8579209	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ATP6V1C2	5	No	N/A	No	1	1	1	1	0.844	1	1	1	1	1	1	1	1	1	1	0
FAM46B	5	No	N/A	No	1	1	1	1	0.557	1	1	1	1	1	1	1	1	1	1	0
CTAG2	6	No	N/A	No	0.5221776	1	1	1	0.443	1	1	1	1	1	1	1	1	1	1	0
HMGA2	6	No	OG	Other somatic drivers in other tissues	0.09040557	0.459215959308764	1	1	0.281	1	1	1	1	1	1	1	1	1	1	0
CRP	6	No	N/A	No	0.7856703	1	1	1	0.521	1	1	1	1	1	0.841329	1	1	1	1	0
TNR	110	No	N/A	No	0.0007934176	1	1	1	0.127	0.562264354406636	1	1	1	1	0.727521	1	1	1	1	1
SPAG5	8	No	N/A	No	1	1	1	1	0.326	1	1	1	1	1	1	1	1	1	1	0
CTRL	5	No	N/A	No	0.2433452	1	1	1	0.166	1	1	1	1	1	1	1	1	1	1	0
FBL	8	No	N/A	No	0.1456126	0.666543367310204	1	1	0.664	1	1	1	1	1	1	1	1	1	1	0
RP11-468E2.2	11	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ARHGEF26	7	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	0.0890522966074375	1	1	0
CR2	23	No	N/A	No	0.6584117	1	1	1	0.582	1	1	1	1	1	0.851184	1	1	1	1	0
COL1A2	42	No	N/A	No	1.704306e-05	1	1	1	0.551	1	1	1	1	1	0.953733	1	1	1	1	1
HHAT	9	No	N/A	No	0.06994753	1	1	1	0.542	1	1	1	1	1	1	1	1	1	1	0
TPD52L2	6	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	0.128813578931079	1	1	0
ANKS6	5	No	N/A	No	1	1	1	1	0.494	1	1	1	1	1	1	1	1	1	1	0
ART1	13	No	N/A	No	0.4265411	1	1	1	0.0531	1	1	1	1	1	1	1	1	1	1	0
ZSCAN18	11	No	N/A	No	0.8671898	1	1	1	0.0992	1	1	1	1	1	1	1	1	1	1	0
OR10AG1	23	No	N/A	No	0.04074503	1	1	1	0.736	1	1	1	1	1	0.780676	1	1	1	1	1
CCNB3	34	No	N/A	No	0.06411678	1	1	1	0.202	0.998078110511559	1	1	1	1	0.964478	1	1	1	1	0
UPP1	6	No	N/A	No	0.5678015	0.0687627380563133	1	1	0.391	1	1	1	1	1	0.924518	1	1	1	1	0
NHS	21	No	N/A	No	0.7446708	0.917347150424204	0.364224568338	1	0.83	1	1	1	1	1	1	1	1	1	1	0
SHOC2	7	No	N/A	No	1	1	1	1	0.876	1	1	1	1	1	0.826273	1	1	1	1	0
ABCC4	21	No	N/A	No	0.3288822	0.316170593600418	1	1	0.33	1	1	1	1	1	0.92874	1	0.173352988157791	1	1	0
ZNF768	14	No	N/A	No	0.5239856	1	1	1	0.378	1	1	1	1	1	1	1	1	1	1	0
AGBL5	5	No	N/A	No	1	1	1	1	0.777	1	1	1	1	1	1	1	1	1	1	0
BIRC7	9	No	N/A	No	0.1472346	1	1	1	0.885	1	1	1	1	1	1	1	1	1	1	0
CACNG3	18	No	N/A	No	1	1	1	1	0.142	1	1	1	1	1	1	1	1	1	1	0
BAI2	14	No	N/A	No	0.1888663	1	1	1	0.726	1	1	1	1	1	1	1	1	1	1	0
SF3A2	5	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	0.0950534613741364	1	1	0
RNF212	5	No	N/A	No	0.3112724	1	1	1	0.561	1	1	1	1	1	1	1	1	1	1	0
ILF3	6	No	N/A	No	0.5466896	0.0234400229882927	1	1	0.121	1	1	1	1	1	1	1	1	1	1	1
NAGPA	7	No	N/A	No	1	1	1	1	0.312	1	1	1	1	1	1	1	1	1	1	0
