Gene	Tissue	NPat	KnownDriver	Mode	AllDriver	MutSigCV	OncodriveFM	OncodriveCLUST	NMC	MutSig-CL	e-Driver	e-Driver3D	iPAC	GraphPAC	SpacePAC	CLUMPS	iSIMPRe	ActiveDriver	Hotspot	LowMACA	Detected
SF3B3	blca	7	No	N/A	No	0.05207507	0.67087310138979	1	1	0.511	1	1	1	1	1	0.441	1	0.0478070486230218	1	1	1
KIFC2	blca	5	No	N/A	No	1	1	1	1	0.605	1	1	1	1	1	1	1	1	1	1	0
CSNK2B	blca	6	No	N/A	No	0.976004	1	1	1	0.478	1	1	1	1	1	1	1	1	1	1	0
PIP5K1A	blca	5	No	N/A	No	1	0.206136348595862	1	1	0.948	1	1	1	1	1	1	1	0.13793154020333	1	1	0
MYOM1	blca	5	No	N/A	No	1	1	1	1	0.761	1	1	1	1	1	1	1	1	1	1	0
BIRC6	blca	25	No	N/A	No	0.8837094	1	1	1	0.209	1	1	1	1	1	1	1	1	1	1	0
HTRA2	blca	12	No	N/A	No	1	1	1	1	0.944	1	1	1	1	1	1	1	0.136649927674317	1	1	0
TXK	blca	6	No	N/A	No	0.241065	1	1	1	0.259	1	1	1	1	1	1	1	1	1	1	0
TNS3	blca	7	No	N/A	No	1	0.342576337673368	1	1	0.238	1	1	1	1	1	1	1	0.105305317463776	1	1	0
DSCAM	blca	11	No	N/A	No	1	1	1	1	0.899	1	1	1	1	1	1	1	1	1	1	0
SLCO1B3	blca	6	No	N/A	No	1	1	1	1	0.285	1	1	1	1	1	1	1	1	1	1	0
ZNF492	blca	5	No	N/A	No	1	1	1	1	0.163	1	1	1	1	1	1	1	0.0102981864609165	1	1	1
COMP	blca	5	No	N/A	No	1	1	1	1	0.11	1	1	1	1	1	1	1	1	1	1	0
NCAPD2	blca	5	No	N/A	No	1	1	1	1	0.815	1	1	1	1	1	1	1	0.0985401758188966	1	1	0
USP21	blca	5	No	N/A	No	1	1	1	1	0.543	1	1	1	1	1	1	1	0.110526550308432	1	1	0
TNPO1	blca	5	No	N/A	No	1	0.85336860244472	1	1	0.592	1	1	1	1	1	1	1	1	1	1	0
ELAVL4	blca	5	No	N/A	No	1	1	1	1	0.16	1	1	1	1	1	1	1	1	1	1	0
TSPEAR	blca	15	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
CHD7	blca	17	No	N/A	No	1	0.398964601247717	1	1	0.454	1	1	1	1	1	1	1	1	1	1	0
TMEM95	blca	5	No	N/A	No	1	1	1	1	0.0477	1	1	1	1	1	1	1	1	1	1	1
GIT1	blca	5	No	N/A	No	1	1	1	1	0.337	1	1	1	1	1	1	1	0.222309466919524	1	1	0
IQCC	blca	6	No	N/A	No	1	1	1	1	0.941	1	1	1	1	1	1	1	1	1	1	0
CFHR2	blca	7	No	N/A	No	1	1	1	1	0.973	1	1	1	1	1	1	1	1	1	1	0
STAT6	blca	6	No	Unk	Other somatic drivers in other tissues	1	0.96947860455665	1	1	0.642	1	1	1	1	1	1	1	1	1	1	0
DHRS11	blca	5	No	N/A	No	1	1	1	1	0.482	1	1	1	1	1	1	1	1	1	1	0
MBD5	blca	5	No	N/A	No	1	0.301337324346085	1	1	0.468	1	1	1	1	1	1	1	1	1	1	0
PLEKHG4B	blca	5	No	N/A	No	1	1	1	1	0.725	1	1	1	1	1	1	1	1	1	1	0
XIRP2	blca	14	No	N/A	No	1	1	1	1	0.57	1	1	1	1	1	1	1	1	1	1	0
COL14A1	blca	6	No	N/A	No	0.7127425	1	1	1	0.919	1	1	1	1	1	1	1	1	1	1	0
SLC4A10	blca	6	No	N/A	No	1	1	1	1	0.248	1	1	1	1	1	1	1	1	1	1	0
ENKD1	blca	10	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
SYMPK	blca	5	No	N/A	No	1	0.72966097995317	1	1	0.0102	1	1	1	1	1	1	1	1	1	1	1
ATF7	blca	8	No	N/A	No	0.9411744	0.989018713944973	1	1	0.685	1	1	1	1	1	1	1	1	1	1	0
PTPN9	blca	5	No	N/A	No	1	1	1	1	0.122	1	1	1	1	1	1	1	1	1	1	0
FLJ43860	blca	5	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
KHDRBS3	blca	5	No	N/A	No	1	0.604660030368785	1	1	0.776	1	1	1	1	1	1	1	1	1	1	0
ULK4	blca	6	No	N/A	No	1	1	1	1	0.334	1	1	1	1	1	1	1	1	1	1	0
ZNF878	blca	5	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
NIPBL	blca	5	No	N/A	No	1	1	1	1	0.186	1	1	1	1	1	1	1	1	1	1	0
MFSD11	blca	6	No	N/A	No	0.670724	0.854091172761221	1	1	0.888	1	1	1	1	1	1	1	1	1	1	0
GFM1	blca	5	No	N/A	No	1	0.715677460974049	1	1	0.515	1	1	1	1	1	1	1	1	1	1	0
ZSCAN1	blca	5	No	N/A	No	1	1	1	1	0.734	1	1	1	1	1	1	1	1	1	1	0
PARP4	blca	6	No	N/A	No	0.945946	1	1	1	0.133	1	1	1	1	1	1	1	1	1	1	0
SAMD3	blca	5	No	N/A	No	1	1	1	1	0.128	1	1	1	1	1	1	1	1	1	1	0
ITPKC	blca	5	No	N/A	No	1	1	1	1	0.535	1	1	1	1	1	1	1	1	1	1	0
MCF2L2	blca	7	No	N/A	No	0.9090742	1	1	1	0.966	1	1	1	1	1	1	1	1	1	1	0
PLEKHA3	blca	5	No	N/A	No	1	1	1	1	0.543	1	1	1	1	1	1	1	1	1	1	0
OR5M10	blca	6	No	N/A	No	0.682754	1	1	1	0.783	1	1	1	1	1	1	1	1	1	1	0
PRKDC	blca	13	No	N/A	No	1	1	1	1	0.482	1	1	1	1	1	1	1	1	1	1	0
PHF3	blca	9	No	N/A	No	0.2653453	0.122402830536428	1	1	0.382	1	1	1	1	1	1	1	0.0111505127146555	1	1	1
HIST1H2AG	blca	7	No	N/A	No	1	1	1	1	0.0382	1	1	1	1	1	1	1	1	1	1	1
CPED1	blca	6	No	N/A	No	1	0.803881897400222	1	1	1	1	1	1	1	1	1	1	1	1	1	0
SON	blca	6	No	N/A	No	1	0.547273960102238	1	1	0.476	1	1	1	1	1	1	1	0.219348976500558	1	1	0
GABRA4	blca	5	No	N/A	No	0.6180121	1	1	1	0.765	1	1	1	1	1	1	1	1	1	1	0
DGKI	blca	5	No	N/A	No	1	1	1	1	0.634	1	1	1	1	1	1	1	1	1	1	0
EXOC8	blca	5	No	N/A	No	1	1	1	1	0.752	1	1	1	1	1	1	1	0.227393397498422	1	1	0
EIF3I	blca	5	No	N/A	No	1	0.364315499833375	1	1	0.84	1	1	1	1	1	1	1	1	1	1	0
LUZP1	blca	9	No	N/A	No	1	0.0533813984428672	1	1	0.201	1	1	1	1	1	1	1	0.00820464164286128	1	1	1
CACNA1C	blca	5	No	N/A	No	1	1	1	1	0.406	1	1	1	1	1	1	1	1	1	1	0
HIST1H3D	blca	5	No	N/A	No	1	1	1	1	0.344	1	1	1	1	1	1	1	1	1	1	0
ZNF555	blca	6	No	N/A	No	0.4616914	1	1	1	0.928	1	1	1	1	1	1	1	1	1	1	0
SOS2	blca	5	No	N/A	No	1	0.0831706538739835	1	1	0.0602	1	1	1	1	1	1	1	0.215275219404629	1	1	0
KIAA2022	blca	5	No	N/A	No	1	1	1	1	0.186	1	1	1	1	1	1	1	1	1	1	0
KIAA2018	blca	11	No	N/A	No	0.974555	0.173942940256938	1	1	0.277	1	1	1	1	1	1	1	1	1	1	0
WHSC1	blca	10	No	Unk	Other somatic drivers in other tissues	1	1	1	1	0.252	1	1	1	1	1	1	1	1	1	1	0
AGL	blca	7	No	N/A	No	1	0.513639076206359	1	1	0.195	1	1	1	1	1	1	1	1	1	1	0
CC2D1B	blca	5	No	N/A	No	1	0.628336250360014	1	1	0.845	1	1	1	1	1	1	1	1	1	1	0
CNST	blca	8	No	N/A	No	0.8642619	1	1	1	0.289	1	1	1	1	1	1	1	1	1	1	0
CNTNAP5	blca	5	No	N/A	No	1	1	1	1	0.937	1	1	1	1	1	1	1	1	1	1	0
CAMK2G	blca	6	No	N/A	No	1	1	1	1	0.031	1	1	1	1	1	1	1	1	1	1	1
RNF213	blca	6	No	Unk	Other somatic drivers in other tissues	1	1	1	1	0.245	1	1	1	1	1	1	1	1	1	1	0
SMYD4	blca	6	No	N/A	No	1	1	1	1	0.502	1	1	1	1	1	1	1	1	1	1	0
TLR5	blca	5	No	N/A	No	0.874278	0.615166203569749	1	1	0.809	1	1	1	1	1	1	1	1	1	1	0
CDHR5	blca	6	No	N/A	No	1	1	1	1	0.892	1	1	1	1	1	1	1	1	1	1	0
SPINK5	blca	5	No	N/A	No	1	1	1	1	0.939	1	1	1	1	1	1	1	1	1	1	0
CSF1R	blca	6	No	N/A	No	1	1	1	1	0.53	1	1	1	1	1	1	1	1	1	1	0
ZNF799	blca	11	No	N/A	No	1	0.341414388966657	1	1	0.173	1	1	1	1	1	1	1	1	1.98536907923669e-06	1	1
AC009892.10	blca	5	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
DLGAP5	blca	5	No	N/A	No	1	1	1	1	0.941	1	1	1	1	1	1	1	0.0945009129451808	1	1	0
KIAA1045	blca	7	No	N/A	No	0.4164845	1	1	1	0.656	1	1	1	1	1	1	1	1	1	1	0
C1orf56	blca	5	No	N/A	No	0.987217	1	1	1	0.502	1	1	1	1	1	1	1	1	1	1	0
LPHN1	blca	5	No	N/A	No	1	0.607644877135509	1	1	0.412	1	1	1	1	1	1	1	1	1	1	0
SIM1	blca	5	No	N/A	No	1	1	1	1	0.873	1	1	1	1	1	1	1	1	1	1	0
ICAM4	blca	5	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
DNAH5	blca	19	No	N/A	No	1	1	1	1	0.791	1	1	1	1	1	0.441	1	1	1	1	0
FAM129B	blca	5	No	N/A	No	1	1	1	1	0.969	1	1	1	1	1	1	1	0.198597109685652	1	1	0
PLEKHA4	blca	5	No	N/A	No	1	0.501733992144621	1	1	0.899	1	1	1	1	1	1	1	0.221663823285026	1	1	0
SMARCC2	blca	8	No	N/A	No	0.6960392	0.166971767272751	1	1	0.209	1	1	1	1	1	1	1	1	1	1	0
ACHE	blca	7	No	N/A	No	1	1	1	1	0.11	1	1	1	1	1	1	1	1	1	1	0
DGCR8	blca	8	No	N/A	No	1	1	1	1	0.944	1	1	1	1	1	1	1	1	1	1	0
ITGA8	blca	5	No	N/A	No	1	1	1	1	0.696	1	1	1	1	1	1	1	1	1	1	0
LRRIQ1	blca	9	No	N/A	No	1	1	1	1	0.257	1	1	1	1	1	1	1	1	1	1	0
PCNT	blca	11	No	N/A	No	1	1	1	1	0.931	1	1	1	1	1	1	1	0.0241690794091348	1	1	1
ADCY10	blca	6	No	N/A	No	1	1	1	1	0.754	1	1	1	1	1	1	1	1	1	1	0
FBXO42	blca	5	No	N/A	No	0.8149066	1	1	1	0.811	1	1	1	1	1	1	1	1	1	1	0
NLRP10	blca	5	No	N/A	No	1	1	1	1	0.732	1	1	1	1	1	1	1	0.199459674490066	1	1	0
PLEKHH3	blca	9	No	N/A	No	1	1	1	1	0.805	1	1	1	1	1	1	1	1	1	1	0
TNR	blca	7	No	N/A	No	1	1	1	1	0.758	1	1	1	1	1	1	1	1	1	1	0
RB1	blca	26	No	TSG	Missense somatic drivers in other tissues	8.105072e-12	0	0.900537135549	1	0.125	1	1	1	1	1	1	1	0.055246789689856	1	1	2
PRAF2	blca	5	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
RP11-468E2.2	blca	5	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
GATC	blca	5	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
KDM5B	blca	5	No	N/A	No	1	1	1	1	0.742	1	1	1	1	1	1	1	1	1	1	0
NCF2	blca	5	No	N/A	No	1	0.707596341119493	1	1	0.724	1	1	1	1	1	1	1	1	1	1	0
KIAA0947	blca	6	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
HTT	blca	5	No	N/A	No	1	1	1	1	0.0753	1	1	1	1	1	1	1	1	1	1	0
PCDH12	blca	5	No	N/A	No	1	0.310304739492411	1	1	0.619	1	1	1	1	1	1	1	1	1	1	0
PCDHGA4	blca	54	No	N/A	No	1	1	1	1	0.958	1	1	1	1	1	1	1	1	1	1	0
HIST1H2BD	blca	6	No	N/A	No	1	0.407567104110875	1	1	0.374	1	1	1	1	1	1	1	1	1	1	0
SUPT5H	blca	6	No	N/A	No	1	0.477775217140778	1	1	0.0808	1	1	1	1	1	1	1	0.121149396145257	1	1	0
PCDH20	blca	5	No	N/A	No	0.8304058	1	1	1	0.0364	1	1	1	1	1	1	1	1	1	1	1
PLEKHN1	blca	5	No	N/A	No	1	1	1	1	0.315	1	1	1	1	1	1	1	1	1	1	0
PLEC	blca	22	No	N/A	No	1	1	1	1	0.782	1	1	1	1	1	1	1	0.00304695868032925	1	1	1
ZNF655	blca	5	No	N/A	No	1	0.224652005665421	1	1	0.284	1	1	1	1	1	1	1	1	1	1	0
LRRFIP2	blca	5	No	N/A	No	0.4374735	0.346852742044805	1	1	0.826	1	1	1	1	1	1	1	0.083643512098604	1	1	0
FNDC1	blca	9	No	N/A	No	1	0.0926231383196494	1	1	0.495	1	1	1	1	1	1	1	1	1	1	0
DOPEY1	blca	7	No	N/A	No	1	0.211793013377254	1	1	0.254	1	1	1	1	1	1	1	1	1	1	0
B3GALT4	blca	11	No	N/A	No	1	0.610062308763653	1	1	0.423	1	1	1	1	1	1	1	1	1	1	0
ARHGAP29	blca	5	No	N/A	No	0.2230381	0.863358267481197	1	1	0.216	1	1	1	1	1	1	1	0.106306794207551	1	1	0
PCNXL2	blca	7	No	N/A	No	1	1	1	1	0.432	1	1	1	1	1	1	1	1	1	1	0
CASC5	blca	8	No	Unk	Other somatic drivers in other tissues	0.5956919	0.324523027809234	1	1	0.261	1	1	1	1	1	1	1	0.182679290766329	1	1	0
EIF5B	blca	9	No	N/A	No	1	1	1	1	0.813	1	1	1	1	1	1	1	0.134608664345155	1	1	0
SORL1	blca	6	No	N/A	No	1	0.486772442190759	1	1	0.689	1	1	1	1	1	1	1	0.0770526275390967	1	1	0
ERBB2	blca	13	No	OG	Missense somatic drivers in other tissues	1	0.378290926120974	0.810433480974	1	2.96e-05	1	0.0094494818148257	1	1	1	0.463273	1	1	1	1	2
NOC2L	blca	6	No	N/A	No	1	0.990937711170757	1	1	0.318	1	1	1	1	1	1	1	1	1	1	0
ANAPC2	blca	6	No	N/A	No	1	1	1	1	0.0176	1	1	1	1	1	1	1	1	1	1	1
PCDHB11	blca	5	No	N/A	No	1	1	1	1	0.395	1	1	1	1	1	1	1	1	1	1	0
TENM4	blca	9	No	N/A	No	1	0.189308449988464	1	1	1	1	1	1	1	1	1	1	0.150574098995955	1	1	0
HIST2H2AC	blca	6	No	N/A	No	1	1	1	1	0.327	1	1	1	1	1	1	1	0.114082086502606	1	1	0
HSPG2	blca	9	No	N/A	No	1	1	1	1	0.322	1	1	1	1	1	1	1	1	1	1	0
MCCC1	blca	5	No	N/A	No	0.3826378	0.908731470379791	1	1	0.153	1	1	1	1	1	1	1	1	1	1	0
SUV420H1	blca	9	No	N/A	No	1	0.0381168462003215	1	1	0.544	1	1	1	1	1	1	1	1	1	1	1
BTG2	blca	6	No	N/A	No	0.04682017	0.0474347272403292	1	1	0.626	1	1	1	1	1	1	1	1	1	1	2
IGSF9B	blca	5	No	N/A	No	1	1	1	0.001852309	0.136	1	1	1	1	1	1	1	1	1	1	1
DNAH11	blca	19	No	N/A	No	0.1400888	1	1	1	0.74	1	1	1	1	1	0.897366	1	1	1	1	0
SBF2	blca	7	No	N/A	No	1	0.21038963659777	1	1	0.284	1	1	1	1	1	1	1	1	1	1	0
PITPNM1	blca	6	No	N/A	No	1	0.961474615994069	1	1	0.633	1	1	1	1	1	1	1	0.0622492748411473	1	1	0
ITGA4	blca	7	No	N/A	No	0.01929406	0.976799265175077	1	1	0.57	1	1	1	1	1	0.372	1	1	1	1	1
THBS2	blca	6	No	N/A	No	0.9899096	0.550678485681213	1	1	0.71	1	1	1	1	1	1	1	1	1	1	0
PREX2	blca	9	No	N/A	No	0.05207507	1	1	1	0.112	1	1	1	1	1	1	1	1	1	1	0
MTERFD2	blca	7	No	N/A	No	1	0.818950995997716	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ZC3H18	blca	6	No	N/A	No	1	1	1	1	0.925	1	1	1	1	1	1	1	1	1	1	0
NAV2	blca	5	No	N/A	No	1	1	1	1	0.0872	1	1	1	1	1	1	1	1	1	1	0
GPR133	blca	5	No	N/A	No	1	1	1	1	0.0331	1	1	1	1	1	1	1	1	1	1	1
CDC42BPA	blca	7	No	N/A	No	1	1	1	1	0.668	0.461062896044002	1	1	1	1	1	1	1	1	1	0
DMXL2	blca	15	No	N/A	No	0.3210734	0.0840667242353853	0.900537135549	1	0.688	1	1	1	1	1	1	1	0.17300447096236	1	1	0
FMNL3	blca	6	No	N/A	No	1	1	1	1	0.648	1	1	1	1	1	1	1	1	1	1	0
DNAH10	blca	9	No	N/A	No	1	1	1	1	0.827	1	1	1	1	1	0.816	1	1	1	1	0
FCHO1	blca	5	No	N/A	No	1	1	1	1	0.525	1	1	1	1	1	1	1	1	1	1	0
ATAD5	blca	11	No	N/A	No	0.002916445	1	1	1	0.714	1	1	1	1	1	1	1	0.152936913318564	1	1	1
NEK8	blca	6	No	N/A	No	1	0.444831382131433	1	1	0.508	1	1	1	1	1	1	1	1	1	1	0
HSF1	blca	5	No	N/A	No	1	0.664442976838618	1	1	0.211	1	1	1	1	1	1	1	1	1	1	0
AUTS2	blca	5	No	N/A	No	0.5911737	1	1	1	0.836	1	1	1	1	1	1	1	1	1	1	0
CRTC2	blca	6	No	N/A	No	1	1	1	1	0.584	1	1	1	1	1	1	1	0.12868396856111	1	1	0
KDM5A	blca	5	No	Unk	Other somatic drivers in other tissues	0.005552605	1	1	1	0.961	1	1	1	1	1	1	1	1	1	1	1
MTRR	blca	7	No	N/A	No	1	1	1	1	0.951	1	1	1	1	1	1	1	1	1	1	0
ZNFX1	blca	6	No	N/A	No	1	1	1	1	0.765	1	1	1	1	1	1	1	1	1	1	0
ARID1A	blca	41	No	TSG	Missense somatic drivers in other tissues	6.368271e-12	0	0.900537135549	1	0.522	1	1	1	1	1	1	1	0.00745902916622465	1	1	3
THRAP3	blca	6	No	Unk	Other somatic drivers in other tissues	0.006421415	0.0359279769234472	1	1	0.493	1	1	1	1	1	1	1	1	1	1	2
OR51D1	blca	6	No	N/A	No	1	1	1	1	0.608	1	1	1	1	1	1	1	1	1	1	0
HAGHL	blca	5	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
AKAP13	blca	5	No	N/A	No	1	1	1	1	0.105	1	1	1	1	1	1	1	1	1	1	0
ADAMTS9	blca	8	No	N/A	No	0.6621547	0.625694569758419	1	1	0.8	1	1	1	1	1	1	1	1	1	1	0
DDX42	blca	6	No	N/A	No	1	0.669246520494704	1	1	0.944	1	1	1	1	1	1	1	0.0102817120855106	1	1	1
TP53BP2	blca	7	No	N/A	No	0.2144778	0.121021194758369	1	1	0.0313	1	1	1	1	1	1	1	0.1819426535515	1	1	1
FAM111B	blca	5	No	N/A	No	1	0.398964601247717	1	1	0.394	1	1	1	1	1	1	1	1	1	1	0
CDH16	blca	8	No	N/A	No	1	1	1	1	0.768	1	1	1	1	1	1	1	1	1	1	0
VWF	blca	9	No	N/A	No	1	1	1	1	0.9	1	1	1	1	1	1	1	1	1	1	0
PGBD1	blca	6	No	N/A	No	1	1	1	1	0.0908	1	1	1	1	1	1	1	1	1	1	0
HSP90AA1	blca	9	No	Unk	Other somatic drivers in other tissues	0.0009883762	0.0112491941427322	1	1	0.31	1	1	1	1	1	1	1	1	1	1	2
MEGF8	blca	9	No	N/A	No	0.7853614	1	1	1	0.09	1	1	1	1	1	1	1	1	1	1	0
MYO16	blca	10	No	N/A	No	0.01859624	1	1	1	0.575	1	1	1	1	1	1	1	1	1	1	1
COL6A6	blca	11	No	N/A	No	1	1	1	1	0.215	1	1	1	1	1	0.463273	1	1	1	1	0
SPHKAP	blca	10	No	N/A	No	1	1	1	1	0.681	1	1	1	1	1	1	1	1	1	1	0
CHAT	blca	7	No	N/A	No	1	1	1	1	0.334	1	1	1	1	1	1	1	1	1	1	0
MYH13	blca	6	No	N/A	No	1	1	1	1	0.918	1	1	1	1	1	1	1	1	1	1	0
ZNF577	blca	5	No	N/A	No	1	0.669627089036146	1	1	0.394	1	1	1	1	1	1	1	1	1	1	0
PCDHGA11	blca	13	No	N/A	No	1	1	1	1	0.991	1	1	1	1	1	1	1	1	1	1	0
ARAP1	blca	8	No	N/A	No	1	0.331901653313571	1	1	0.775	1	1	1	1	1	1	1	0.187388547418733	1	1	0
DNAH1	blca	12	No	N/A	No	1	1	1	1	0.631	1	1	1	1	1	0.463273	1	1	1	1	0
MYH9	blca	13	No	Unk	Other somatic drivers in other tissues	0.02764311	1	1	1	0.324	1	1	1	1	1	1	1	0.00182091699578261	1	1	2
PDE4DIP	blca	22	No	Unk	Other somatic drivers in other tissues	1	0.300672137092345	0.928106740743	1	0.575	1	1	1	1	1	1	1	1	1	1	0
RNF10	blca	7	No	N/A	No	1	0.844442489167948	1	1	0.645	1	1	1	1	1	1	1	1	1	1	0
SCN2A	blca	8	No	N/A	No	1	1	1	1	0.662	1	1	1	1	1	1	1	1	1	1	0
PPFIA1	blca	6	No	N/A	No	0.4532022	0.157513643984009	1	1	0.646	1	1	1	1	1	1	1	0.0877867845972874	1	1	0
MAP3K13	blca	6	No	Unk	Other somatic drivers in other tissues	1	1	1	1	0.108	1	1	1	1	1	1	1	1	1	1	0
SRCAP	blca	15	No	N/A	No	1	1	1	1	0.891	1	1	1	1	1	1	1	0.0353286866687072	1	1	1
ACD	blca	8	No	N/A	No	1	1	1	1	0.799	1	1	1	1	1	1	1	1	1	1	0
PRRC2B	blca	5	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
SPATS2	blca	5	No	N/A	No	1	0.337347520986462	1	1	0.622	1	1	1	1	1	1	1	0.0945428509405642	1	1	0
LINS	blca	5	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
TRAF4	blca	5	No	N/A	No	1	0.353425777259764	1	1	0.596	1	1	1	1	1	1	1	1	1	1	0
DPP3	blca	5	No	N/A	No	1	1	1	1	0.809	1	1	1	1	1	1	1	1	1	1	0
ACPP	blca	5	No	N/A	No	0.06332046	1	1	1	0.379	1	1	1	1	1	0.8344	1	1	1	1	0
GANAB	blca	16	No	N/A	No	0.987217	0.942627693502986	1	1	0.741	1	1	1	1	1	1	1	0.179170843568351	1	1	0
CPNE1	blca	6	No	N/A	No	1	1	1	1	0.909	1	1	1	1	1	1	1	0.0146634656168864	1	1	1
TRPM2	blca	6	No	N/A	No	1	1	1	1	0.608	1	1	1	1	1	1	1	1	1	1	0
MORC3	blca	6	No	N/A	No	1	0.837512834453046	1	1	0.268	1	1	1	1	1	1	1	0.128562827478128	1	1	0
WDR24	blca	5	No	N/A	No	1	1	1	1	0.839	1	1	1	1	1	1	1	1	1	1	0
KIF13A	blca	8	No	N/A	No	1	1	1	1	0.0988	1	0.308011752276785	1	1	1	1	1	0.0478070486230218	1	1	1
DOCK6	blca	7	No	N/A	No	1	1	1	1	0.134	1	1	1	1	1	1	1	0.0893256501936119	1	1	0
DOCK9	blca	6	No	N/A	No	0.7279712	1	1	1	0.7	1	1	1	1	1	1	1	1	1	1	0
ACIN1	blca	10	No	N/A	No	0.9899096	0.866967340025764	1	1	0.117	1	1	1	1	1	1	1	0.204500883242938	1	1	0
IFNAR2	blca	7	No	N/A	No	1	1	1	1	0.631	1	1	1	1	1	1	1	1	1	1	0
APEH	blca	6	No	N/A	No	1	1	1	1	0.124	1	1	1	1	1	1	1	1	1	1	0
ANKHD1-EIF4EBP3	blca	17	No	N/A	No	1	0.092456943823935	1	1	1	1	1	1	1	1	1	1	1	1	1	0
NDC80	blca	6	No	N/A	No	0.01859624	0.440009588606686	1	1	0.638	1	1	1	1	1	1	1	0.030814276127003	1	1	2
CLASP2	blca	5	No	N/A	No	1	0.442458168028085	1	1	0.56	1	1	1	1	1	1	1	1	1	1	0
STK36	blca	6	No	N/A	No	1	0.52472779184299	1	1	0.951	1	1	1	1	1	1	1	1	1	1	0
ANKIB1	blca	7	No	N/A	No	0.4863464	0.173058955704699	1	1	0.539	1	1	1	1	1	1	1	0.109490913069709	1	1	0
NASP	blca	7	No	N/A	No	1	0.133329932895214	1	1	0.0736	1	1	1	1	1	1	1	1	1	1	0
CTD-3222D19.2	blca	9	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
AC011484.1	blca	6	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
RSPRY1	blca	5	No	N/A	No	0.9115656	0.993929786364564	1	1	0.272	1	1	1	1	1	1	1	1	1	1	0
TMEM208	blca	5	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
CAPG	blca	6	No	N/A	No	1	1	1	1	0.183	1	1	1	1	1	1	1	0.16787945208935	1	1	0
BORA	blca	6	No	N/A	No	1	0.665639080795789	1	1	1	1	1	1	1	1	1	1	1	1	1	0
SV2A	blca	5	No	N/A	No	1	0.968023176927644	1	1	0.288	1	1	1	1	1	1	1	0.131956213852474	1	1	0
NIP7	blca	6	No	N/A	No	1	1	1	1	0.633	1	1	1	1	1	1	1	1	1	1	0
MLL	blca	23	No	N/A	No	1	8.48459446290716e-09	0.926431517665	1	1	0.199314006413726	1	1	1	1	1	1	1	1	1	1
ZNF529	blca	5	No	N/A	No	0.936917	0.938806930683924	1	1	0.193	1	1	1	1	1	1	1	1	1	1	0
CDH10	blca	6	No	N/A	No	1	1	1	1	0.497	1	1	1	1	1	0.860203	1	1	1	1	0
PCDHA2	blca	55	No	N/A	No	1	1	1	1	0.684	1	1	1	1	1	1	1	1	1	1	0
MICAL1	blca	8	No	N/A	No	1	0.779276198473209	0.633735573631	1	0.929	1	1	1	1	1	1	1	1	1	1	0
ZNF276	blca	7	No	N/A	No	1	1	1	1	0.13	1	1	1	1	1	1	1	1	1	1	0
CCDC73	blca	6	No	N/A	No	0.9726107	1	1	1	0.142	1	1	1	1	1	1	1	1	1	1	0
TFG	blca	5	No	Unk	Other somatic drivers in other tissues	0.0009274726	0.0376938101715566	1	1	0.852	1	1	1	1	1	1	1	0.0974312197076495	1	1	2
DYSF	blca	5	No	N/A	No	1	1	1	1	0.87	1	1	1	1	1	1	1	0.115382994331073	1	1	0
COMT	blca	6	No	N/A	No	1	1	1	1	0.526	1	1	1	1	1	1	1	1	1	1	0
HEG1	blca	5	No	N/A	No	0.160364	0.892272705623819	1	1	0.868	1	1	1	1	1	1	1	1	1	1	0
SPAG7	blca	5	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ARHGAP9	blca	7	No	N/A	No	0.989357	1	1	1	0.466	1	1	1	1	1	1	1	1	1	1	0
PBX2	blca	8	No	N/A	No	0.4505834	1	1	1	0.669	1	1	1	1	1	1	1	1	1	1	0
MYT1L	blca	9	No	N/A	No	1	1	1	1	0.913	1	1	1	1	1	1	1	1	1	1	0
IGF1R	blca	5	No	N/A	No	1	0.915083875498362	1	1	0.281	1	1	1	1	1	1	1	0.0898743247901464	1	1	0
C1orf54	blca	5	No	N/A	No	0.6302695	1	1	1	0.148	1	1	1	1	1	1	1	1	1	1	0
